Sample time (ms): 500
Maximum runtime (s): 720
Index,Time (ms),Oven temperature (C),Ambient temperature (C),PWM controller (percent),Thermocouple open,Reference temperature (C)
00111,000055500,037.00,20.05,084.85,0,050.00
00112,000056000,037.00,20.05,064.98,0,050.00
00113,000056500,037.50,20.04,043.60,0,050.00
00114,000057000,037.75,20.05,052.98,0,050.00
00115,000057500,038.75,20.05,020.09,0,050.00
00116,000058000,038.75,20.05,060.20,0,050.00
00117,000058500,039.00,20.06,049.56,0,050.00
00118,000059000,039.75,20.05,027.41,0,050.00
00119,000059500,039.50,20.05,068.27,0,050.00
00120,000060000,039.50,20.05,058.37,0,050.00
00121,000060500,040.50,20.05,015.47,0,050.00
00122,000061000,040.75,20.06,044.81,0,050.00
00123,000061500,040.75,20.06,054.90,0,050.00
00124,000062000,040.75,20.05,055.00,0,050.00
00125,000062500,041.50,20.04,022.83,0,050.00
00126,000063000,042.00,20.05,031.41,0,050.00
00127,000063500,042.00,20.05,051.49,0,050.00
00128,000064000,042.25,20.06,040.82,0,050.00
00129,000064500,042.75,20.05,029.39,0,050.00
00130,000065000,043.50,20.06,017.20,0,050.00
00131,000065500,043.50,20.06,047.27,0,050.00
00132,000066000,043.25,20.06,058.09,0,050.00
00133,000066500,044.00,20.06,015.90,0,050.00
00134,000067000,044.25,20.05,035.20,0,050.00
00135,000067500,044.25,20.05,045.26,0,050.00
00136,000068000,044.75,20.06,023.81,0,050.00
00137,000068500,045.50,20.06,011.61,0,050.00
00138,000069000,045.75,20.06,030.90,0,050.00
00139,000069500,045.75,20.06,040.95,0,050.00
00140,000070000,046.00,20.06,030.23,0,050.00
00141,000070500,046.50,20.06,018.77,0,050.00
00142,000071000,047.00,20.06,017.30,0,050.00
00143,000071500,047.00,20.06,037.33,0,050.00
00144,000072000,047.50,20.06,015.86,0,050.00
00145,000072500,047.75,20.06,025.13,0,050.00
00146,000073000,048.25,20.06,013.64,0,050.00
00147,000073500,048.25,20.06,033.66,0,050.00
00148,000074000,048.25,20.06,033.68,0,050.00
00149,000074500,048.75,20.06,012.19,0,050.00
00150,000075000,049.00,20.06,021.45,0,050.00
00151,000075500,049.00,20.06,031.46,0,050.00
00152,000076000,049.25,20.06,020.72,0,050.00
00153,000076500,049.50,20.06,019.98,0,050.00
00154,000077000,049.50,20.06,029.98,0,050.00
00155,000077500,050.25,20.06,000.00,0,050.00
00156,000078000,050.50,20.07,016.97,0,050.00
00157,000078500,051.25,20.05,000.00,0,050.00
00158,000079000,051.25,20.05,024.70,0,050.00
00159,000079500,051.50,20.06,013.93,0,050.00
00160,000080000,052.25,20.06,000.00,0,050.00
00161,000080500,052.25,20.06,021.64,0,050.00
